devis_id;date_emission;mois;exercice;client_id;type_client;agence;commercial;categorie;code_prestation;libelle_prestation;quantite;montant_ht;statut;date_decision;delai_1ere_relance_j;nb_relances
DEV-00812;2024-01-05;2024-01;2023-2024;CLI-0212;Professionnel;Bordeaux;Sophie Marchand;Dépannage;DP-004;Remise en service chaudière;1;373.99;Refusé;2024-01-19;11;1
DEV-00813;2024-01-05;2024-01;2023-2024;CLI-0084;Professionnel;Toulouse;Julien Fabre;Électricité;EL-003;Rénovation électrique complète;1;16399.92;Refusé;2024-02-13;1;2
DEV-00814;2024-01-08;2024-01;2023-2024;CLI-0140;Syndic;Toulouse;Nadia Cherif;Chauffage;CH-005;Désembouage circuit chauffage;1;1694.56;Sans réponse;2024-02-15;6;3
DEV-00815;2024-01-08;2024-01;2023-2024;CLI-0042;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-002;Remplacement baignoire par douche;2;6662.96;Sans réponse;2024-02-03;7;1
DEV-00816;2024-01-08;2024-01;2023-2024;CLI-0177;Particulier;Toulouse;Nadia Cherif;Électricité;EL-001;Mise aux normes tableau électrique;1;1901.29;Accepté;2024-02-10;8;2
DEV-00817;2024-01-09;2024-01;2023-2024;CLI-0152;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;10851.81;Accepté;2024-02-03;7;2
DEV-00818;2024-01-09;2024-01;2023-2024;CLI-0147;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-001;Dépannage plomberie urgence;1;263.68;Accepté;2024-02-06;11;1
DEV-00819;2024-01-09;2024-01;2023-2024;CLI-0355;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-003;Réfection réseau eau appartement;1;2983.75;Accepté;2024-01-23;7;1
DEV-00820;2024-01-10;2024-01;2023-2024;CLI-0331;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;13193.36;Accepté;2024-02-06;8;2
DEV-00821;2024-01-11;2024-01;2023-2024;CLI-0029;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-005;Désembouage circuit chauffage;1;706.88;Accepté;2024-02-05;3;2
DEV-00822;2024-01-11;2024-01;2023-2024;CLI-0179;Professionnel;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;14607.55;Sans réponse;2024-01-27;6;1
DEV-00823;2024-01-11;2024-01;2023-2024;CLI-0034;Particulier;Toulouse;Julien Fabre;Plomberie;PR-002;Recherche de fuite + réparation;1;474.56;Accepté;2024-02-08;3;1
DEV-00824;2024-01-12;2024-01;2023-2024;CLI-0384;Particulier;Toulouse;Julien Fabre;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1244.28;Accepté;2024-01-27;8;2
DEV-00825;2024-01-12;2024-01;2023-2024;CLI-0237;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2324.55;Accepté;2024-01-21;8;1
DEV-00826;2024-01-15;2024-01;2023-2024;CLI-0339;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-005;Désembouage circuit chauffage;2;1407.1;Accepté;2024-02-10;1;2
DEV-00827;2024-01-15;2024-01;2023-2024;CLI-0154;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-002;Remplacement baignoire par douche;1;3843.02;Accepté;2024-01-23;3;1
DEV-00828;2024-01-15;2024-01;2023-2024;CLI-0362;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2439.61;Sans réponse;2024-02-03;;0
DEV-00829;2024-01-16;2024-01;2023-2024;CLI-0286;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-002;Débouchage canalisation;3;1031.91;Accepté;2024-01-22;10;0
DEV-00830;2024-01-16;2024-01;2023-2024;CLI-0209;Particulier;Toulouse;Julien Fabre;Chauffage;CH-001;Installation chaudière gaz condensation;1;4566.34;Refusé;2024-02-25;1;2
DEV-00831;2024-01-16;2024-01;2023-2024;CLI-0283;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-001;Dépannage plomberie urgence;1;303.89;Sans réponse;2024-02-25;4;2
DEV-00832;2024-01-17;2024-01;2023-2024;CLI-0099;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-003;Réfection réseau eau appartement;1;3449.51;Refusé;2024-02-21;;0
DEV-00833;2024-01-17;2024-01;2023-2024;CLI-0031;Professionnel;Bordeaux;Karim Belkacem;Salle de bain;SB-002;Remplacement baignoire par douche;1;7081.24;Accepté;2024-01-30;1;1
DEV-00834;2024-01-18;2024-01;2023-2024;CLI-0296;Professionnel;Bordeaux;Karim Belkacem;Dépannage;DP-004;Remise en service chaudière;1;365.13;Accepté;2024-02-16;4;2
DEV-00835;2024-01-18;2024-01;2023-2024;CLI-0373;Professionnel;Bordeaux;Karim Belkacem;Électricité;EL-001;Mise aux normes tableau électrique;1;3330.77;Accepté;2024-02-06;1;3
DEV-00836;2024-01-18;2024-01;2023-2024;CLI-0017;Professionnel;Toulouse;Nadia Cherif;Chauffage;CH-005;Désembouage circuit chauffage;1;1068.51;Sans réponse;2024-02-10;1;2
DEV-00837;2024-01-19;2024-01;2023-2024;CLI-0285;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-003;Rénovation électrique complète;1;8256.0;Refusé;2024-01-31;9;1
DEV-00838;2024-01-19;2024-01;2023-2024;CLI-0238;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2263.46;Accepté;2024-02-07;4;2
DEV-00839;2024-01-19;2024-01;2023-2024;CLI-0067;Professionnel;Bordeaux;Sophie Marchand;Chauffage;CH-002;Entretien annuel chaudière;2;520.76;Accepté;2024-02-14;14;1
DEV-00840;2024-01-22;2024-01;2023-2024;CLI-0223;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-003;Réfection réseau eau appartement;1;3476.73;Sans réponse;2024-02-16;;0
DEV-00841;2024-01-22;2024-01;2023-2024;CLI-0254;Particulier;Toulouse;Nadia Cherif;Dépannage;DP-001;Dépannage plomberie urgence;2;598.84;Refusé;2024-02-15;;0
DEV-00842;2024-01-22;2024-01;2023-2024;CLI-0226;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-004;Éclairage LED locaux professionnels;1;3076.54;Sans réponse;2024-02-09;5;2
DEV-00843;2024-01-23;2024-01;2023-2024;CLI-0381;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;1213.82;Refusé;2024-02-14;9;2
DEV-00844;2024-01-23;2024-01;2023-2024;CLI-0381;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-001;Dépannage plomberie urgence;2;557.86;Accepté;2024-02-11;1;1
DEV-00845;2024-01-24;2024-01;2023-2024;CLI-0256;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-005;Désembouage circuit chauffage;1;662.83;Sans réponse;2024-03-01;4;3
DEV-00846;2024-01-24;2024-01;2023-2024;CLI-0393;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-001;Mise aux normes tableau électrique;1;1957.92;Sans réponse;2024-02-08;12;1
DEV-00847;2024-01-24;2024-01;2023-2024;CLI-0389;Professionnel;Bordeaux;Sophie Marchand;Électricité;EL-004;Éclairage LED locaux professionnels;1;5615.76;Sans réponse;2024-02-12;1;2
DEV-00848;2024-01-25;2024-01;2023-2024;CLI-0272;Professionnel;Toulouse;Nadia Cherif;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1877.7;Refusé;2024-02-05;6;1
DEV-00849;2024-01-26;2024-01;2023-2024;CLI-0229;Particulier;Toulouse;Julien Fabre;Plomberie;PR-004;Remplacement colonne d'évacuation;1;5966.77;Refusé;2024-02-06;12;0
DEV-00850;2024-01-26;2024-01;2023-2024;CLI-0079;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-001;Mise aux normes tableau électrique;1;1621.4;Refusé;2024-02-14;6;2
DEV-00851;2024-01-29;2024-01;2023-2024;CLI-0117;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-002;Entretien annuel chaudière;1;163.59;Sans réponse;2024-02-15;10;1
DEV-00852;2024-01-29;2024-01;2023-2024;CLI-0045;Syndic;Bordeaux;Karim Belkacem;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;2970.26;Sans réponse;2024-02-17;12;1
DEV-00853;2024-01-29;2024-01;2023-2024;CLI-0082;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-001;Installation chaudière gaz condensation;1;4373.52;Sans réponse;2024-02-07;1;1
DEV-00854;2024-01-29;2024-01;2023-2024;CLI-0392;Syndic;Bordeaux;Sophie Marchand;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2828.71;Refusé;2024-03-14;6;2
DEV-00855;2024-01-30;2024-01;2023-2024;CLI-0027;Particulier;Toulouse;Nadia Cherif;Plomberie;PR-004;Remplacement colonne d'évacuation;1;6488.76;Sans réponse;2024-02-03;;0
DEV-00856;2024-01-31;2024-01;2023-2024;CLI-0264;Particulier;Toulouse;Nadia Cherif;Dépannage;DP-001;Dépannage plomberie urgence;1;268.59;Accepté;2024-02-14;6;2
DEV-00857;2024-01-31;2024-01;2023-2024;CLI-0397;Syndic;Bordeaux;Sophie Marchand;Électricité;EL-001;Mise aux normes tableau électrique;1;3468.29;Refusé;2024-03-06;3;2
DEV-00858;2024-01-31;2024-01;2023-2024;CLI-0116;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-001;Dépannage plomberie urgence;1;298.38;Accepté;2024-02-15;6;1
DEV-00859;2024-01-31;2024-01;2023-2024;CLI-0006;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-001;Dépannage plomberie urgence;2;515.39;Sans réponse;2024-02-16;3;2
DEV-00860;2024-02-01;2024-02;2023-2024;CLI-0346;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;13371.2;Sans réponse;2024-02-07;;0
DEV-00861;2024-02-01;2024-02;2023-2024;CLI-0069;Professionnel;Toulouse;Julien Fabre;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2027.99;Refusé;2024-02-29;;0
DEV-00862;2024-02-01;2024-02;2023-2024;CLI-0012;Particulier;Toulouse;Nadia Cherif;Dépannage;DP-002;Débouchage canalisation;1;326.61;Sans réponse;2024-02-07;14;0
DEV-00863;2024-02-01;2024-02;2023-2024;CLI-0206;Syndic;Toulouse;Julien Fabre;Chauffage;CH-005;Désembouage circuit chauffage;1;1743.5;Sans réponse;2024-02-24;7;1
DEV-00864;2024-02-02;2024-02;2023-2024;CLI-0068;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1108.46;Accepté;2024-02-25;10;1
DEV-00865;2024-02-02;2024-02;2023-2024;CLI-0386;Collectivité;Bordeaux;Karim Belkacem;Chauffage;CH-005;Désembouage circuit chauffage;1;1518.9;Accepté;2024-03-01;1;2
DEV-00866;2024-02-02;2024-02;2023-2024;CLI-0377;Professionnel;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;18825.41;Sans réponse;2024-02-18;;0
DEV-00867;2024-02-05;2024-02;2023-2024;CLI-0345;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-002;Entretien annuel chaudière;1;144.01;Accepté;2024-02-09;12;0
DEV-00868;2024-02-06;2024-02;2023-2024;CLI-0091;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;8958.99;Accepté;2024-02-17;7;1
DEV-00869;2024-02-06;2024-02;2023-2024;CLI-0070;Particulier;Toulouse;Julien Fabre;Chauffage;CH-005;Désembouage circuit chauffage;1;734.29;Sans réponse;2024-03-12;8;1
DEV-00870;2024-02-06;2024-02;2023-2024;CLI-0386;Collectivité;Bordeaux;Sophie Marchand;Salle de bain;SB-001;Rénovation salle de bain complète;1;20559.85;Refusé;2024-02-28;1;2
DEV-00871;2024-02-07;2024-02;2023-2024;CLI-0029;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-003;Dépannage électrique urgence;1;287.36;Accepté;2024-03-04;13;1
DEV-00872;2024-02-07;2024-02;2023-2024;CLI-0149;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-001;Installation chaudière gaz condensation;3;13798.06;Sans réponse;2024-02-11;;0
DEV-00873;2024-02-07;2024-02;2023-2024;CLI-0038;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-003;Dépannage électrique urgence;1;294.3;Refusé;2024-02-16;9;1
DEV-00874;2024-02-07;2024-02;2023-2024;CLI-0224;Particulier;Toulouse;Julien Fabre;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2663.39;Sans réponse;2024-03-02;7;2
DEV-00875;2024-02-08;2024-02;2023-2024;CLI-0312;Professionnel;Toulouse;Julien Fabre;Électricité;EL-004;Éclairage LED locaux professionnels;1;5510.72;Refusé;2024-03-04;7;3
DEV-00876;2024-02-08;2024-02;2023-2024;CLI-0258;Professionnel;Bordeaux;Karim Belkacem;Plomberie;PR-004;Remplacement colonne d'évacuation;1;11067.51;Accepté;2024-02-28;2;1
DEV-00877;2024-02-09;2024-02;2023-2024;CLI-0116;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2381.09;Accepté;2024-03-10;10;1
DEV-00878;2024-02-09;2024-02;2023-2024;CLI-0234;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-005;Désembouage circuit chauffage;1;731.94;Sans réponse;2024-03-09;5;3
DEV-00879;2024-02-09;2024-02;2023-2024;CLI-0124;Particulier;Toulouse;Julien Fabre;Électricité;EL-003;Rénovation électrique complète;1;10074.39;Sans réponse;2024-03-05;2;1
DEV-00880;2024-02-09;2024-02;2023-2024;CLI-0146;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-001;Dépannage plomberie urgence;1;267.68;Accepté;2024-02-23;16;0
DEV-00881;2024-02-12;2024-02;2023-2024;CLI-0049;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;1193.68;Accepté;2024-02-29;6;2
DEV-00882;2024-02-12;2024-02;2023-2024;CLI-0192;Particulier;Toulouse;Julien Fabre;Électricité;EL-001;Mise aux normes tableau électrique;1;1652.5;Accepté;2024-03-29;;0
DEV-00883;2024-02-13;2024-02;2023-2024;CLI-0056;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2687.65;Refusé;2024-02-24;;0
DEV-00884;2024-02-13;2024-02;2023-2024;CLI-0189;Professionnel;Bordeaux;Karim Belkacem;Chauffage;CH-001;Installation chaudière gaz condensation;1;8088.89;Accepté;2024-03-16;1;2
DEV-00885;2024-02-14;2024-02;2023-2024;CLI-0224;Particulier;Toulouse;Nadia Cherif;Plomberie;PR-004;Remplacement colonne d'évacuation;1;5981.26;Sans réponse;2024-02-19;7;0
DEV-00886;2024-02-15;2024-02;2023-2024;CLI-0325;Particulier;Toulouse;Nadia Cherif;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1335.47;Refusé;2024-03-11;8;2
DEV-00887;2024-02-15;2024-02;2023-2024;CLI-0294;Professionnel;Toulouse;Nadia Cherif;Électricité;EL-002;Installation borne de recharge VE;1;2215.62;Refusé;2024-02-26;6;1
DEV-00888;2024-02-16;2024-02;2023-2024;CLI-0320;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-001;Dépannage plomberie urgence;1;240.95;Sans réponse;2024-02-27;7;1
DEV-00889;2024-02-16;2024-02;2023-2024;CLI-0199;Particulier;Toulouse;Nadia Cherif;Dépannage;DP-002;Débouchage canalisation;1;389.73;Refusé;2024-03-05;6;2
DEV-00890;2024-02-16;2024-02;2023-2024;CLI-0127;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-001;Installation chaudière gaz condensation;1;5218.27;Accepté;2024-03-09;2;2
DEV-00891;2024-02-19;2024-02;2023-2024;CLI-0039;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2204.04;Sans réponse;2024-03-17;;0
DEV-00892;2024-02-19;2024-02;2023-2024;CLI-0292;Professionnel;Bordeaux;Karim Belkacem;Salle de bain;SB-001;Rénovation salle de bain complète;1;17346.51;Accepté;2024-02-26;7;1
DEV-00893;2024-02-19;2024-02;2023-2024;CLI-0391;Syndic;Bordeaux;Karim Belkacem;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;2288.7;Accepté;2024-03-13;1;1
DEV-00894;2024-02-19;2024-02;2023-2024;CLI-0299;Professionnel;Toulouse;Julien Fabre;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2057.09;Sans réponse;2024-03-06;;0
DEV-00895;2024-02-19;2024-02;2023-2024;CLI-0340;Particulier;Bordeaux;Karim Belkacem;Dépannage;DP-002;Débouchage canalisation;1;342.01;Sans réponse;2024-03-01;8;1
DEV-00896;2024-02-19;2024-02;2023-2024;CLI-0137;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-002;Débouchage canalisation;1;356.5;Sans réponse;2024-03-26;8;3
DEV-00897;2024-02-20;2024-02;2023-2024;CLI-0014;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;1149.16;Sans réponse;2024-03-29;10;1
DEV-00898;2024-02-20;2024-02;2023-2024;CLI-0158;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-003;Installation pompe à chaleur air/eau;1;12393.65;Accepté;2024-02-27;5;1
DEV-00899;2024-02-20;2024-02;2023-2024;CLI-0098;Particulier;Bordeaux;Karim Belkacem;Plomberie;PR-004;Remplacement colonne d'évacuation;1;5547.04;Sans réponse;2024-03-20;1;4
DEV-00900;2024-02-21;2024-02;2023-2024;CLI-0134;Particulier;Toulouse;Julien Fabre;Électricité;EL-003;Rénovation électrique complète;1;8350.07;Refusé;2024-03-09;;0
DEV-00901;2024-02-21;2024-02;2023-2024;CLI-0067;Professionnel;Bordeaux;Sophie Marchand;Dépannage;DP-001;Dépannage plomberie urgence;1;516.47;Accepté;2024-03-11;1;2
DEV-00902;2024-02-22;2024-02;2023-2024;CLI-0366;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-002;Entretien annuel chaudière;1;146.15;Accepté;2024-02-26;;0
DEV-00903;2024-02-22;2024-02;2023-2024;CLI-0273;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-004;Éclairage LED locaux professionnels;1;3000.87;Sans réponse;2024-03-05;1;2
DEV-00904;2024-02-22;2024-02;2023-2024;CLI-0405;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-004;Éclairage LED locaux professionnels;1;3259.96;Sans réponse;2024-03-26;;0
DEV-00905;2024-02-23;2024-02;2023-2024;CLI-0084;Professionnel;Toulouse;Nadia Cherif;Chauffage;CH-005;Désembouage circuit chauffage;1;1282.45;Accepté;2024-02-29;7;0
DEV-00906;2024-02-23;2024-02;2023-2024;CLI-0293;Professionnel;Toulouse;Nadia Cherif;Plomberie;PR-003;Réfection réseau eau appartement;1;4746.09;Accepté;2024-03-24;8;1
DEV-00907;2024-02-23;2024-02;2023-2024;CLI-0019;Particulier;Bordeaux;Karim Belkacem;Chauffage;CH-004;Remplacement radiateurs (lot de 5);2;5600.01;Refusé;2024-03-25;5;1
DEV-00908;2024-02-26;2024-02;2023-2024;CLI-0132;Particulier;Toulouse;Nadia Cherif;Salle de bain;SB-002;Remplacement baignoire par douche;1;3909.62;Refusé;2024-03-27;4;1
DEV-00909;2024-02-26;2024-02;2023-2024;CLI-0421;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-001;Mise aux normes tableau électrique;1;2026.08;Sans réponse;2024-03-17;1;1
DEV-00910;2024-02-27;2024-02;2023-2024;CLI-0116;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-003;Rénovation électrique complète;1;9102.96;Refusé;2024-04-02;10;1
DEV-00911;2024-02-27;2024-02;2023-2024;CLI-0357;Syndic;Toulouse;Nadia Cherif;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;5346.56;Sans réponse;2024-03-17;;0
DEV-00912;2024-02-27;2024-02;2023-2024;CLI-0410;Professionnel;Bordeaux;Sophie Marchand;Électricité;EL-004;Éclairage LED locaux professionnels;1;6485.02;Sans réponse;2024-03-14;;0
DEV-00913;2024-02-28;2024-02;2023-2024;CLI-0138;Particulier;Toulouse;Nadia Cherif;Électricité;EL-002;Installation borne de recharge VE;1;1332.67;Refusé;2024-03-28;3;1
DEV-00914;2024-02-28;2024-02;2023-2024;CLI-0080;Particulier;Bordeaux;Sophie Marchand;Plomberie;PR-002;Recherche de fuite + réparation;1;438.37;Sans réponse;2024-03-29;5;3
DEV-00915;2024-02-28;2024-02;2023-2024;CLI-0125;Particulier;Toulouse;Nadia Cherif;Salle de bain;SB-002;Remplacement baignoire par douche;1;3541.11;Accepté;2024-03-29;;0
DEV-00916;2024-02-28;2024-02;2023-2024;CLI-0358;Professionnel;Bordeaux;Karim Belkacem;Salle de bain;SB-003;Pose meuble vasque + robinetterie;1;2367.57;Sans réponse;2024-03-11;;0
DEV-00917;2024-02-29;2024-02;2023-2024;CLI-0046;Syndic;Toulouse;Julien Fabre;Plomberie;PR-003;Réfection réseau eau appartement;1;7135.78;Accepté;2024-03-14;;0
DEV-00918;2024-02-29;2024-02;2023-2024;CLI-0098;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-002;Installation borne de recharge VE;1;1732.55;Accepté;2024-03-27;9;3
DEV-00919;2024-02-29;2024-02;2023-2024;CLI-0301;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-005;Désembouage circuit chauffage;3;2416.43;Accepté;2024-03-14;7;2
DEV-00920;2024-03-01;2024-03;2023-2024;CLI-0049;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-001;Installation chaudière gaz condensation;1;4352.77;Refusé;2024-03-09;10;0
DEV-00921;2024-03-01;2024-03;2023-2024;CLI-0059;Particulier;Bordeaux;Sophie Marchand;Salle de bain;SB-002;Remplacement baignoire par douche;1;3647.55;Sans réponse;2024-03-17;10;1
DEV-00922;2024-03-04;2024-03;2023-2024;CLI-0141;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-001;Mise aux normes tableau électrique;3;5025.8;Sans réponse;2024-03-28;;0
DEV-00923;2024-03-04;2024-03;2023-2024;CLI-0031;Professionnel;Bordeaux;Sophie Marchand;Plomberie;PR-003;Réfection réseau eau appartement;2;11334.03;Accepté;2024-03-24;6;2
DEV-00924;2024-03-04;2024-03;2023-2024;CLI-0157;Particulier;Bordeaux;Sophie Marchand;Chauffage;CH-002;Entretien annuel chaudière;1;157.3;Sans réponse;2024-04-07;;0
DEV-00925;2024-03-04;2024-03;2023-2024;CLI-0384;Particulier;Toulouse;Julien Fabre;Électricité;EL-003;Rénovation électrique complète;1;8307.03;Sans réponse;2024-03-18;4;1
DEV-00926;2024-03-04;2024-03;2023-2024;CLI-0098;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-004;Éclairage LED locaux professionnels;1;3892.65;Accepté;2024-03-12;3;1
DEV-00927;2024-03-05;2024-03;2023-2024;CLI-0343;Professionnel;Bordeaux;Karim Belkacem;Salle de bain;SB-003;Pose meuble vasque + robinetterie;3;6666.78;Sans réponse;2024-03-20;;0
DEV-00928;2024-03-06;2024-03;2023-2024;CLI-0249;Particulier;Toulouse;Nadia Cherif;Chauffage;CH-004;Remplacement radiateurs (lot de 5);1;2434.7;Sans réponse;2024-04-04;;0
DEV-00929;2024-03-06;2024-03;2023-2024;CLI-0039;Particulier;Bordeaux;Karim Belkacem;Salle de bain;SB-001;Rénovation salle de bain complète;1;9504.19;Refusé;2024-03-18;;0
DEV-00930;2024-03-06;2024-03;2023-2024;CLI-0404;Professionnel;Toulouse;Julien Fabre;Plomberie;PR-001;Remplacement chauffe-eau 200 L;1;2337.63;Accepté;2024-03-11;8;0
DEV-00931;2024-03-06;2024-03;2023-2024;CLI-0174;Professionnel;Bordeaux;Karim Belkacem;Dépannage;DP-003;Dépannage électrique urgence;1;554.34;Sans réponse;2024-04-05;3;1
DEV-00932;2024-03-07;2024-03;2023-2024;CLI-0173;Particulier;Bordeaux;Sophie Marchand;Électricité;EL-004;Éclairage LED locaux professionnels;1;3254.59;Refusé;2024-03-12;;0
DEV-00933;2024-03-07;2024-03;2023-2024;CLI-0416;Particulier;Bordeaux;Karim Belkacem;Électricité;EL-003;Rénovation électrique complète;1;8516.34;Accepté;2024-04-14;2;1
DEV-00934;2024-03-08;2024-03;2023-2024;CLI-0003;Professionnel;Toulouse;Julien Fabre;Électricité;EL-001;Mise aux normes tableau électrique;1;3336.29;Refusé;2024-04-06;9;2
DEV-00935;2024-03-08;2024-03;2023-2024;CLI-0354;Particulier;Bordeaux;Sophie Marchand;Dépannage;DP-002;Débouchage canalisation;1;337.52;Sans réponse;2024-04-10;;0
